employee_id,institution_id,institution_size,project_id,team_id,manager_id,job_role_id,duration_weeks,relative_effort,team_size,project_complexity,performance_score,predicted_performance_score,performance_class,predicted_performance_class,avg_overall_behavior_rating,overall_behavior_pattern,communication_pattern,collaboration_pattern,leadership_pattern,learning_pattern,productivity_pattern,manager_rating,peer_rating,subordinate_rating,overall_rating_avg,rating_variance,bias_flag,bias_type,fairness_score,text_bias_score,group_bias_score,manager_peer_gap,manager_subordinate_gap,peer_subordinate_gap,performance_rating_gap,behavior_performance_gap,conflict_score,conflict_flag,conflict_type,manager_dominance_score,peer_convergence_score,subordinate_suppression_score,social_protection_score,power_distance_risk_score,power_distance_risk,opinion_dynamics_pattern,culture_pattern,arbitration_decision,final_recommended_score,final_recommended_class,decision_explanation
E072,I07,large,P013,T13,,PM,22,480,9,2.4,72.98,71.73,Medium,Medium,2.133333333,Communication Development Required,Communication Improvement Needed,Collaboration Support Needed,Low Leadership Visibility,Active Learning Pattern,Stable Productivity Pattern,1.8,2.8,1.8,2.13,0.33,1,Possible Textual Subjectivity Bias,65.3,0.54,0.09,1,0,1,30.38,30.31,41.78,1,Performance-Appraisal Conflict; Manager-Peer Conflict; Behavior-Performance Conflict; Bias-Linked Conflict,48.19,45,23.86,9,35.28,Moderate,Mixed or Weak Opinion Dynamics Signal,Biased Evaluation Culture,Use Behavioral Risk Priority,59.31,Medium,Conflict type: Performance-Appraisal Conflict; Manager-Peer Conflict; Behavior-Performance Conflict; Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Moderate with score 35.28. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Use Behavioral Risk Priority.
E073,I07,large,P013,T13,E072,SE,22,480,9,2.4,69.83,69.8,Medium,Medium,3.333333333,Balanced Contributor,Moderate Communication Pattern,Moderate Collaboration Pattern,Low Leadership Visibility,Low Learning Engagement,Stable Productivity Pattern,3.2,3.2,3.6,3.33,0.05,1,Possible Textual Subjectivity Bias,81.75,0.36,0.12,0,0.4,-0.4,3.23,3.16,16.6,0,Bias-Linked Conflict,43.5,48,18.32,0,31.01,Low,Healthy Consensus Pattern,Biased Evaluation Culture,Accept Evaluation,70.94,Medium,Conflict type: Bias-Linked Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 31.01. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept Evaluation.
E074,I07,large,P013,T13,E072,SE,22,480,9,2.4,67.5,66.91,Medium,Medium,2.133333333,Communication Development Required,Communication Improvement Needed,Collaboration Support Needed,Low Leadership Visibility,Moderate Learning Pattern,Stable Productivity Pattern,2.4,2,2,2.13,0.05,1,Possible Textual Subjectivity Bias,70.15,0.64,0.12,-0.4,-0.4,0,24.9,24.83,31.44,1,Performance-Appraisal Conflict; Behavior-Performance Conflict; Bias-Linked Conflict,50.9,54,22.16,0,36.22,Moderate,Manager Dominance / High Power-Distance Pattern,Biased Evaluation Culture,Accept with Monitoring,58.09,Medium,Conflict type: Performance-Appraisal Conflict; Behavior-Performance Conflict; Bias-Linked Conflict. Opinion dynamics pattern: Manager Dominance / High Power-Distance Pattern. Power-distance risk is Moderate with score 36.22. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept with Monitoring.
E075,I07,large,P013,T13,E072,SE,22,480,9,2.4,65.23,65.1,Medium,Medium,4.266666667,Collaborative Leader,Moderate Communication Pattern,Strong Team Collaboration Pattern,Strong Leadership Pattern,Low Learning Engagement,Stable Productivity Pattern,4.4,4.2,4.2,4.27,0.01,0,No Major Bias Detected,86.65,0.23,0.12,-0.2,-0.2,0,-20.17,-20.1,14.27,0,Performance-Appraisal Conflict; Behavior-Performance Conflict,38.4,52,25.67,10.32,33.18,Low,Healthy Consensus Pattern,Biased Evaluation Culture,Accept Evaluation,77.57,High,Conflict type: Performance-Appraisal Conflict; Behavior-Performance Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 33.18. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E076,I07,large,P013,T13,E072,SE,22,480,9,2.4,66.22,65.92,Medium,Medium,2.8,Communication Development Required,Communication Improvement Needed,Collaboration Support Needed,Emerging Leadership Pattern,Moderate Learning Pattern,Stable Productivity Pattern,2.6,3,2.8,2.8,0.04,1,Possible Textual Subjectivity Bias,69.3,0.73,0.12,0.4,0.2,0.2,10.22,10.22,21.91,0,Bias-Linked Conflict,42.93,51,16.74,3.6,31.04,Low,Mixed or Weak Opinion Dynamics Signal,Biased Evaluation Culture,Accept with Monitoring,62.75,Medium,Conflict type: Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 31.04. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept with Monitoring.
E077,I07,large,P013,T13,E072,QA,22,480,9,2.4,72.73,73.22,Medium,Medium,3.4,Collaborative Leader,Moderate Communication Pattern,Strong Team Collaboration Pattern,Strong Leadership Pattern,Low Learning Engagement,Stable Productivity Pattern,3.6,3.6,3,3.4,0.12,1,Possible Textual Subjectivity Bias,78.7,0.35,0.12,0,-0.6,0.6,4.73,4.73,20.76,0,Bias-Linked Conflict,40.44,47,8.31,0,26.13,Low,Mixed or Weak Opinion Dynamics Signal,Biased Evaluation Culture,Accept Evaluation,72.03,Medium,Conflict type: Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 26.13. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept Evaluation.
E078,I07,large,P013,T13,E072,QA,22,480,9,2.4,68.83,68.39,Medium,Medium,2.133333333,Communication Development Required,Communication Improvement Needed,Collaboration Support Needed,Low Leadership Visibility,Active Learning Pattern,Stable Productivity Pattern,2.2,2.2,2,2.13,0.01,1,Possible Textual Subjectivity Bias,78,0.58,0.11,0,-0.2,0.2,26.23,26.16,25.3,1,Performance-Appraisal Conflict; Behavior-Performance Conflict; Bias-Linked Conflict,54.9,49,19.41,0,36.1,Moderate,Manager Dominance / High Power-Distance Pattern,Biased Evaluation Culture,Use Behavioral Risk Priority,60.19,Medium,Conflict type: Performance-Appraisal Conflict; Behavior-Performance Conflict; Bias-Linked Conflict. Opinion dynamics pattern: Manager Dominance / High Power-Distance Pattern. Power-distance risk is Moderate with score 36.1. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Use Behavioral Risk Priority.
E079,I07,large,P013,T13,E072,DevOps,22,480,9,2.4,61.15,63.35,Medium,Medium,2.266666667,Communication Development Required,Communication Improvement Needed,Moderate Collaboration Pattern,Low Leadership Visibility,Low Learning Engagement,Stable Productivity Pattern,2.4,2,2.4,2.27,0.05,1,Possible Textual Subjectivity Bias,73.35,0.64,0.12,-0.4,0,-0.4,15.75,15.82,22.89,0,Bias-Linked Conflict,47.09,48,19.9,0,33,Low,Mixed or Weak Opinion Dynamics Signal,Biased Evaluation Culture,Accept with Monitoring,57.27,Medium,Conflict type: Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 33.0. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept with Monitoring.
E080,I07,large,P014,T14,,PM,12,260,6,3.6,70.13,71.74,Medium,Medium,3.533333333,Collaborative Leader,Communication Improvement Needed,Strong Team Collaboration Pattern,Strong Leadership Pattern,Active Learning Pattern,Stable Productivity Pattern,4,3.8,2.8,3.53,0.41,1,High Multi-Source Rating Disagreement; Possible Textual Subjectivity Bias,64.9,0.43,0.03,-0.2,-1.2,1,-0.47,-0.54,32.45,1,Manager-Subordinate Conflict; Bias-Linked Conflict,38.4,47,12.28,3.23,27.03,Low,Mixed or Weak Opinion Dynamics Signal,Biased Evaluation Culture,Accept with Monitoring,69.29,Medium,Conflict type: Manager-Subordinate Conflict; Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 27.03. Bias status: High Multi-Source Rating Disagreement; Possible Textual Subjectivity Bias. Final recommendation: Accept with Monitoring.
E081,I07,large,P014,T14,E080,SE,12,260,6,3.6,68.65,68.02,Medium,Medium,3,Teamwork Development Required,Moderate Communication Pattern,Collaboration Support Needed,Strong Leadership Pattern,Active Learning Pattern,Stable Productivity Pattern,2.6,3.2,3.2,3,0.12,0,No Major Bias Detected,78.95,0.24,0.05,0.6,0.6,0,8.65,8.65,18.73,0,No Major Conflict,41.59,56,15.15,5.4,30.88,Low,Mixed or Weak Opinion Dynamics Signal,Biased Evaluation Culture,Accept Evaluation,67.25,Medium,Conflict type: No Major Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 30.88. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E082,I07,large,P014,T14,E080,SE,12,260,6,3.6,67.2,65.98,Medium,Medium,4.6,Collaborative Leader,Moderate Communication Pattern,Strong Team Collaboration Pattern,Strong Leadership Pattern,Active Learning Pattern,Stable Productivity Pattern,4.8,4.4,4.6,4.6,0.04,0,No Major Bias Detected,85.45,0.25,0.05,-0.4,-0.2,-0.2,-24.8,-24.8,19.2,0,Performance-Appraisal Conflict; Behavior-Performance Conflict,36.8,51,33.09,11.44,35.1,Moderate,Healthy Consensus Pattern,Biased Evaluation Culture,Accept Evaluation,80.77,High,Conflict type: Performance-Appraisal Conflict; Behavior-Performance Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Moderate with score 35.1. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E083,I07,large,P014,T14,E080,SE,12,260,6,3.6,66.25,66.68,Medium,Medium,3.666666667,Balanced Contributor,Moderate Communication Pattern,Moderate Collaboration Pattern,Low Leadership Visibility,Moderate Learning Pattern,Stable Productivity Pattern,3.6,4.2,3.2,3.67,0.25,0,No Major Bias Detected,77,0.25,0.05,0.6,-0.4,1,-7.15,-7.08,18.56,0,No Major Conflict,35.2,41,11.55,15.16,25.79,Low,Mixed or Weak Opinion Dynamics Signal,Biased Evaluation Culture,Accept Evaluation,71.24,Medium,Conflict type: No Major Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 25.79. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E084,I07,large,P014,T14,E080,QA,12,260,6,3.6,67.87,67.78,Medium,Medium,2.533333333,Teamwork Development Required,Moderate Communication Pattern,Collaboration Support Needed,Low Leadership Visibility,Active Learning Pattern,Stable Productivity Pattern,2.8,2.6,2.2,2.53,0.09,1,Possible Textual Subjectivity Bias,69.7,0.68,0.05,-0.2,-0.6,0.4,17.27,17.2,28.42,1,Bias-Linked Conflict,46.72,50,18.89,0,32.8,Low,Mixed or Weak Opinion Dynamics Signal,Biased Evaluation Culture,Accept with Monitoring,61.34,Medium,Conflict type: Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 32.8. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept with Monitoring.
E085,I07,large,P014,T14,E080,DevOps,12,260,6,3.6,65.38,65.52,Medium,Medium,3.266666667,Balanced Contributor,Moderate Communication Pattern,Moderate Collaboration Pattern,Low Leadership Visibility,Moderate Learning Pattern,Stable Productivity Pattern,2.6,3.2,4,3.27,0.49,1,High Multi-Source Rating Disagreement,61.15,0.32,0.04,0.6,1.4,-0.8,-0.02,0.05,39.82,1,Manager-Subordinate Conflict; Bias-Linked Conflict,39.63,52,33.1,5.4,35.78,Moderate,Mixed or Weak Opinion Dynamics Signal,Biased Evaluation Culture,Accept with Monitoring,64.53,Medium,Conflict type: Manager-Subordinate Conflict; Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Moderate with score 35.78. Bias status: High Multi-Source Rating Disagreement. Final recommendation: Accept with Monitoring.
E086,I08,small,P015,T15,,PM,6,90,3,5,65.18,65.04,Medium,Medium,3.8,Learning-Oriented Contributor,Moderate Communication Pattern,Strong Team Collaboration Pattern,Emerging Leadership Pattern,Active Learning Pattern,Stable Productivity Pattern,3.8,4.2,3.4,3.8,0.16,0,No Major Bias Detected,82.55,0.21,0.03,0.4,-0.4,0.8,-10.82,-10.82,16.61,0,No Major Conflict,36.8,42,13.11,13.95,27,Low,Healthy Consensus Pattern,Biased Evaluation Culture,Accept Evaluation,72.98,Medium,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 27.0. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E087,I08,small,P015,T15,E086,SE,6,90,3,5,71.1,69.95,Medium,Medium,3.2,Communication Development Required,Communication Improvement Needed,Moderate Collaboration Pattern,Emerging Leadership Pattern,Moderate Learning Pattern,Stable Productivity Pattern,2.8,3.4,3.4,3.2,0.12,0,No Major Bias Detected,76.55,0.32,0.05,0.6,0.6,0,7.1,7.1,17.95,0,No Major Conflict,40.66,56,17.78,5.4,31.43,Low,Mixed or Weak Opinion Dynamics Signal,Biased Evaluation Culture,Accept Evaluation,69.35,Medium,Conflict type: No Major Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 31.43. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E088,I08,small,P015,T15,E086,DevOps,6,90,3,5,58.98,60.5,Medium,Medium,3.4,Communication Development Required,Communication Improvement Needed,Strong Team Collaboration Pattern,Low Leadership Visibility,Active Learning Pattern,Stable Productivity Pattern,3.6,3.2,3.4,3.4,0.04,0,No Major Bias Detected,85.65,0.26,0.03,-0.4,-0.2,-0.2,-9.02,-9.02,11.31,0,No Major Conflict,36.8,51,12.88,2.76,27.15,Low,Healthy Consensus Pattern,Biased Evaluation Culture,Accept Evaluation,67.92,Medium,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 27.15. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E089,I08,small,P016,T16,,PM,9,140,4,3.9,65.27,66.01,Medium,Medium,3,Teamwork Development Required,Moderate Communication Pattern,Collaboration Support Needed,Low Leadership Visibility,Moderate Learning Pattern,Stable Productivity Pattern,3.2,3.2,2.6,3,0.12,1,Possible Textual Subjectivity Bias,77.8,0.43,0.06,0,-0.6,0.6,5.27,5.27,21.04,0,Bias-Linked Conflict,40.76,47,12.06,0,27.58,Low,Mixed or Weak Opinion Dynamics Signal,Biased Evaluation Culture,Accept Evaluation,65.67,Medium,Conflict type: Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 27.58. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept Evaluation.
E090,I08,small,P016,T16,E089,SE,9,140,4,3.9,58.23,59.74,Medium,Medium,3.133333333,Teamwork Development Required,Moderate Communication Pattern,Collaboration Support Needed,Strong Leadership Pattern,Low Learning Engagement,Stable Productivity Pattern,3,3.2,3.2,3.13,0.01,1,Possible Textual Subjectivity Bias,82.25,0.41,0.08,0.2,0.2,0,-4.37,-4.44,16.4,0,Bias-Linked Conflict,38.4,52,12.86,4.97,28.16,Low,Healthy Consensus Pattern,Biased Evaluation Culture,Accept Evaluation,64.8,Medium,Conflict type: Bias-Linked Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 28.16. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept Evaluation.
E091,I08,small,P016,T16,E089,SE,9,140,4,3.9,66.25,65.77,Medium,Medium,3.333333333,Balanced Contributor,Moderate Communication Pattern,Moderate Collaboration Pattern,Low Leadership Visibility,Moderate Learning Pattern,Stable Productivity Pattern,3.2,3.2,3.6,3.33,0.05,0,No Major Bias Detected,88.4,0.18,0.07,0,0.4,-0.4,-0.35,-0.42,5.19,0,No Major Conflict,41.35,48,15.99,0,29.34,Low,Healthy Consensus Pattern,Biased Evaluation Culture,Accept Evaluation,70.84,Medium,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 29.34. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E092,I08,small,P016,T16,E089,QA,9,140,4,3.9,66.75,66.14,Medium,Medium,2.6,Teamwork Development Required,Moderate Communication Pattern,Collaboration Support Needed,Low Leadership Visibility,Active Learning Pattern,Stable Productivity Pattern,2.8,2.6,2.4,2.6,0.04,1,Possible Textual Subjectivity Bias,69.45,0.75,0.09,-0.2,-0.4,0.2,14.75,14.75,24.17,0,Bias-Linked Conflict,46.05,51,18.41,0,32.51,Low,Mixed or Weak Opinion Dynamics Signal,Biased Evaluation Culture,Accept with Monitoring,61.39,Medium,Conflict type: Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 32.51. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept with Monitoring.
E093,I09,medium,P017,T17,,PM,15,280,7,2.7,67.38,67.35,Medium,Medium,3.933333333,Learning-Oriented Contributor,Clear and Responsive Communicator,Strong Team Collaboration Pattern,Low Leadership Visibility,Active Learning Pattern,Stable Productivity Pattern,3.8,4.2,3.8,3.93,0.05,1,Possible Textual Subjectivity Bias,81.05,0.45,0.04,0.4,0,0.4,-11.22,-11.29,20.62,0,Bias-Linked Conflict,36.8,48,20.63,12.74,30.41,Low,Healthy Consensus Pattern,Mixed Culture,Accept Evaluation,74.62,Medium,Conflict type: Bias-Linked Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 30.41. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept Evaluation.
E094,I09,medium,P017,T17,E093,SE,15,280,7,2.7,67.25,67.31,Medium,Medium,3.733333333,Balanced Contributor,Moderate Communication Pattern,Moderate Collaboration Pattern,Strong Leadership Pattern,Low Learning Engagement,Stable Productivity Pattern,3.8,4,3.4,3.73,0.09,0,No Major Bias Detected,83.75,0.24,0.08,0.2,-0.4,0.6,-7.35,-7.42,11.49,0,No Major Conflict,38.4,45,12.69,8.81,27.43,Low,Healthy Consensus Pattern,Mixed Culture,Accept Evaluation,73.51,Medium,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 27.43. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E095,I09,medium,P017,T17,E093,SE,15,280,7,2.7,62.47,62.28,Medium,Medium,3.733333333,Communication Development Required,Communication Improvement Needed,Strong Team Collaboration Pattern,Emerging Leadership Pattern,Moderate Learning Pattern,Stable Productivity Pattern,3.8,3.8,3.6,3.73,0.01,0,No Major Bias Detected,88.35,0.26,0.08,0,-0.2,0.2,-12.13,-12.2,8.28,0,No Major Conflict,40,49,14.58,7.44,29.2,Low,Healthy Consensus Pattern,Mixed Culture,Accept Evaluation,72.51,Medium,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 29.2. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E096,I09,medium,P017,T17,E093,SE,15,280,7,2.7,69.42,68.64,Medium,Medium,4.066666667,Balanced Contributor,Clear and Responsive Communicator,Strong Team Collaboration Pattern,Low Leadership Visibility,Low Learning Engagement,Stable Productivity Pattern,3.8,4.2,4.2,4.07,0.05,0,No Major Bias Detected,83.1,0.25,0.07,0.4,0.4,0,-11.98,-11.91,14.98,0,No Major Conflict,36.8,54,26.92,11.62,33.4,Low,Healthy Consensus Pattern,Mixed Culture,Accept Evaluation,76.93,High,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 33.4. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E097,I09,medium,P017,T17,E093,QA,15,280,7,2.7,68.27,66.45,Medium,Medium,3.466666667,Communication Development Required,Communication Improvement Needed,Moderate Collaboration Pattern,Strong Leadership Pattern,Active Learning Pattern,Stable Productivity Pattern,3.2,4,3.2,3.47,0.21,0,No Major Bias Detected,80.4,0.19,0.09,0.8,0,0.8,-1.13,-1.06,12.75,0,Manager-Peer Conflict,34.88,46,10.65,13.65,25.94,Low,Healthy Consensus Pattern,Mixed Culture,Accept Evaluation,71.13,Medium,Conflict type: Manager-Peer Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 25.94. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E098,I09,medium,P017,T17,E093,QA,15,280,7,2.7,75.35,72.41,High,Medium,3.133333333,Teamwork Development Required,Moderate Communication Pattern,Collaboration Support Needed,Low Leadership Visibility,Moderate Learning Pattern,Stable Productivity Pattern,3.4,2.8,3.2,3.13,0.09,0,No Major Bias Detected,81.5,0.27,0.07,-0.6,-0.2,-0.4,12.75,12.68,16.16,0,No Major Conflict,43.21,50,13.12,0,29.38,Low,Healthy Consensus Pattern,Mixed Culture,Accept Evaluation,71.5,Medium,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 29.38. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E099,I09,medium,P017,T17,E093,DevOps,15,280,7,2.7,58.97,60.3,Medium,Medium,3.266666667,Teamwork Development Required,Moderate Communication Pattern,Collaboration Support Needed,Low Leadership Visibility,Active Learning Pattern,Stable Productivity Pattern,3.2,3.2,3.4,3.27,0.01,0,No Major Bias Detected,90.75,0.18,0.08,0,0.2,-0.2,-6.43,-6.36,5.4,0,No Major Conflict,40,49,12.24,2.77,27.91,Low,Healthy Consensus Pattern,Mixed Culture,Accept Evaluation,67.88,Medium,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 27.91. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E100,I09,medium,P018,T18,,PM,7,130,4,4.6,71.4,70.64,Medium,Medium,2.066666667,Teamwork Development Required,Moderate Communication Pattern,Collaboration Support Needed,Low Leadership Visibility,Low Learning Engagement,Stable Productivity Pattern,2.2,2,2,2.07,0.01,1,Possible Textual Subjectivity Bias,77,0.61,0.05,-0.2,-0.2,0,30,30.07,29.21,1,Performance-Appraisal Conflict; Behavior-Performance Conflict; Bias-Linked Conflict,56.04,52,20.34,0,37.34,Moderate,Manager Dominance / High Power-Distance Pattern,Mixed Culture,Use Behavioral Risk Priority,60.5,Medium,Conflict type: Performance-Appraisal Conflict; Behavior-Performance Conflict; Bias-Linked Conflict. Opinion dynamics pattern: Manager Dominance / High Power-Distance Pattern. Power-distance risk is Moderate with score 37.34. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Use Behavioral Risk Priority.
E101,I09,medium,P018,T18,E100,SE,7,130,4,4.6,71.78,71.67,Medium,Medium,3.066666667,Teamwork Development Required,Moderate Communication Pattern,Collaboration Support Needed,Low Leadership Visibility,Moderate Learning Pattern,Stable Productivity Pattern,3.6,3.2,2.4,3.07,0.37,1,High Multi-Source Rating Disagreement; Possible Textual Subjectivity Bias,62.3,0.48,0.05,-0.4,-1.2,0.8,10.38,10.45,38.6,1,Manager-Subordinate Conflict; Bias-Linked Conflict,39.13,50,16.91,0,29.07,Low,Mixed or Weak Opinion Dynamics Signal,Mixed Culture,Accept with Monitoring,65.72,Medium,Conflict type: Manager-Subordinate Conflict; Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 29.07. Bias status: High Multi-Source Rating Disagreement; Possible Textual Subjectivity Bias. Final recommendation: Accept with Monitoring.
E102,I09,medium,P018,T18,E100,SE,7,130,4,4.6,72.65,71.57,Medium,Medium,3.133333333,Teamwork Development Required,Moderate Communication Pattern,Collaboration Support Needed,Strong Leadership Pattern,Active Learning Pattern,Stable Productivity Pattern,2.8,4,2.6,3.13,0.57,1,High Multi-Source Rating Disagreement; Possible Textual Subjectivity Bias,60.7,0.42,0.05,1.2,-0.2,1.4,10.05,9.98,40.41,1,Manager-Peer Conflict; Bias-Linked Conflict,35.4,41,16.9,14.84,27.71,Low,Mixed or Weak Opinion Dynamics Signal,Mixed Culture,Accept with Monitoring,66.26,Medium,Conflict type: Manager-Peer Conflict; Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 27.71. Bias status: High Multi-Source Rating Disagreement; Possible Textual Subjectivity Bias. Final recommendation: Accept with Monitoring.
E103,I09,medium,P018,T18,E100,QA,7,130,4,4.6,67.03,67.13,Medium,Medium,4.066666667,Collaborative Leader,Moderate Communication Pattern,Strong Team Collaboration Pattern,Strong Leadership Pattern,Moderate Learning Pattern,Stable Productivity Pattern,4.2,4.4,3.6,4.07,0.17,0,No Major Bias Detected,83,0.17,0.05,0.2,-0.6,0.8,-14.37,-14.3,18.57,0,No Major Conflict,38.4,44,16.45,13.33,29.05,Low,Healthy Consensus Pattern,Mixed Culture,Accept Evaluation,75.96,High,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 29.05. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E104,I10,large,P019,T19,,PM,20,400,8,2.5,67.87,67.27,Medium,Medium,2.4,Teamwork Development Required,Moderate Communication Pattern,Collaboration Support Needed,Low Leadership Visibility,Moderate Learning Pattern,Stable Productivity Pattern,2,2.8,2.4,2.4,0.16,1,Possible Textual Subjectivity Bias,64.9,0.7,0.02,0.8,0.4,0.4,19.87,19.87,35.14,1,Manager-Peer Conflict; Bias-Linked Conflict,45.52,52,21.71,7.2,34.33,Low,Mixed or Weak Opinion Dynamics Signal,Biased Evaluation Culture,Accept with Monitoring,59.33,Medium,Conflict type: Manager-Peer Conflict; Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 34.33. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept with Monitoring.
E105,I10,large,P019,T19,E104,SE,20,400,8,2.5,58.33,63.45,Medium,Medium,3.866666667,Communication Development Required,Communication Improvement Needed,Strong Team Collaboration Pattern,Emerging Leadership Pattern,Active Learning Pattern,Stable Productivity Pattern,4.2,3.6,3.8,3.87,0.09,0,No Major Bias Detected,84.2,0.16,0.03,-0.6,-0.4,-0.2,-19.07,-19,21.32,0,No Major Conflict,35.2,53,19.53,7.52,29.62,Low,Healthy Consensus Pattern,Biased Evaluation Culture,Accept Evaluation,71.12,Medium,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 29.62. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E106,I10,large,P019,T19,E104,SE,20,400,8,2.5,72.67,72.97,Medium,Medium,3.6,Collaborative Leader,Communication Improvement Needed,Strong Team Collaboration Pattern,Strong Leadership Pattern,Active Learning Pattern,Stable Productivity Pattern,3.8,3.4,3.6,3.6,0.04,1,Possible Textual Subjectivity Bias,80.9,0.41,0.04,-0.4,-0.2,-0.2,0.67,0.67,17.13,0,Bias-Linked Conflict,38.2,51,17.18,0,28.94,Low,Healthy Consensus Pattern,Biased Evaluation Culture,Accept Evaluation,74.05,Medium,Conflict type: Bias-Linked Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 28.94. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept Evaluation.
